trade_no,sl_atr_ratio,mins_from_session_open,vwap_distance_atr,spread_at_entry,bos_count,range_exited,sweep_depth_atr,net_r,label,session,model,order_kind,bias,weekday
2054,2.403041825095057,60.0,1.6996197718631179,17.0,0.0,0.0,4.015209125475438,-1.0095,loss,ASIA,IFVG,MARKET,SELL,Friday
2055,3.0805369127516777,80.0,1.5,17.0,0.0,0.0,0.4127516778523551,-1.0131,loss,ASIA,IFVG,MARKET,SELL,Friday
2056,2.117437722419929,104.0,1.590747330960854,16.0,0.0,0.0,1.551601423487428,2.6521,win,ASIA,IFVG,MARKET,SELL,Friday
2057,1.9618320610687021,12.0,3.465648854961832,17.0,0.0,0.0,0.45801526717550306,-0.0052,scratch,NY,IFVG,MARKET,BUY,Friday
2058,1.666666666666667,98.0,3.3880597014925375,17.0,1.0,0.0,2.5000000000000453,-0.0075,scratch,NY,CHoCH,LIMIT,BUY,Friday
2059,0.9804560260586319,53.0,0.08794788273615636,16.0,1.0,1.0,2.1726384364821083,-0.01,scratch,ASIA,CHoCH,LIMIT,SELL,Monday
2060,2.2406417112299466,100.0,0.1443850267379679,16.0,0.0,1.0,1.7700534759357995,-0.0358,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Monday
2061,1.3006329113924051,24.0,6.5664556962025316,19.0,2.0,1.0,0.4303797468354833,-0.0268,loss,NY,CHoCH,LIMIT,BUY,Monday
2062,2.4013840830449826,62.0,7.179930795847751,18.0,0.0,1.0,1.4740484429064926,-1.0317,loss,NY,IFVG,MARKET,BUY,Monday
2063,2.1631578947368424,108.0,5.460526315789474,17.0,0.0,1.0,1.4763157894737178,4.5668,win,NY,IFVG,MARKET,BUY,Monday
2064,1.1369047619047619,46.0,1.7559523809523812,17.0,0.0,0.0,0.9464285714283874,-1.0236,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2065,1.6,58.0,2.1278688524590166,17.0,0.0,1.0,7.2786885245901045,-1.0082,loss,NY,IFVG,MARKET,SELL,Tuesday
2066,1.9653465346534653,66.0,2.9702970297029703,17.0,0.0,1.0,1.2227722772278489,1.9798,win,ASIA,IFVG,MARKET,BUY,Wednesday
2067,1.6125461254612548,14.0,0.826568265682657,17.0,0.0,1.0,2.50553505535054,-1.0,loss,NY,IFVG,MARKET,SELL,Wednesday
2068,1.751851851851852,32.0,0.8296296296296296,18.0,0.0,1.0,1.1148148148148955,1.2093,win,NY,IFVG,MARKET,SELL,Wednesday
2069,1.6142322097378277,46.0,0.2808988764044944,17.0,0.0,1.0,0.9288389513106979,-0.0139,scratch,ASIA,IFVG,MARKET,SELL,Thursday
2070,1.5384615384615385,46.0,1.2544378698224854,17.0,0.0,1.0,2.7692307692309415,-0.0038,scratch,NY,IFVG,MARKET,SELL,Thursday
2071,1.3177083333333333,56.0,1.1041666666666667,17.0,0.0,1.0,0.1197916666664393,-1.0395,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
2072,1.641891891891892,86.0,1.4324324324324325,17.0,0.0,1.0,2.6283783783785997,-0.0329,loss,NY,IFVG,MARKET,SELL,Thursday
2073,1.4368231046931408,22.0,3.8736462093862816,17.0,0.0,1.0,0.6028880866426255,-0.0276,loss,ASIA,IFVG,MARKET,BUY,Friday
2074,5.575757575757576,60.0,8.128787878787879,17.0,1.0,1.0,0.9621212121215428,-1.0149,loss,ASIA,CHoCH,LIMIT,BUY,Friday
2075,2.0,8.0,2.526315789473684,28.0,0.0,1.0,3.4315789473676936,1.8632,win,NY,IFVG,MARKET,SELL,Friday
2076,1.8530066815144766,14.0,1.5144766146993318,17.0,1.0,1.0,1.3608017817373232,1.6058,win,ASIA,CHoCH,LIMIT,BUY,Monday
2077,1.3796791443850267,86.0,1.6818181818181817,17.0,0.0,1.0,3.3556149732618374,-1.0911,loss,NY,IFVG,MARKET,BUY,Monday
2078,1.9308176100628929,110.0,0.9889937106918238,17.0,1.0,1.0,3.5487421383647337,-0.009,scratch,NY,CHoCH,LIMIT,BUY,Monday
2079,1.3793103448275863,40.0,0.33421750663129973,17.0,0.0,1.0,1.026525198938963,-0.0404,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2080,2.6794871794871793,86.0,0.5384615384615385,18.0,0.0,1.0,3.726495726495447,-1.0128,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2081,1.4272727272727272,114.0,0.5727272727272726,17.0,0.0,1.0,1.9499999999999833,-1.0669,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2082,3.8030888030888033,10.0,1.2702702702702704,17.0,0.0,1.0,1.9961389961390243,-1.0325,loss,NY,IFVG,MARKET,SELL,Tuesday
2083,2.5267857142857144,100.0,0.9791666666666667,17.0,0.0,1.0,6.35119047619052,-0.0094,scratch,NY,IFVG,MARKET,SELL,Tuesday
2084,1.3100436681222707,30.0,1.5283842794759825,17.0,0.0,1.0,0.44541484716136553,-1.02,loss,ASIA,IFVG,MARKET,BUY,Wednesday
2085,1.2805429864253395,36.0,1.583710407239819,17.0,1.0,1.0,0.3438914027150309,-1.0,loss,ASIA,CHoCH,LIMIT,BUY,Wednesday
2086,2.5760869565217392,90.0,1.9021739130434783,17.0,0.0,1.0,1.277173913043676,-0.0274,loss,ASIA,IFVG,MARKET,BUY,Wednesday
2087,2.44,16.0,1.084,17.0,0.0,1.0,0.35200000000004367,1.7328,win,NY,IFVG,MARKET,BUY,Wednesday
2088,2.973913043478261,12.0,1.056521739130435,17.0,0.0,1.0,1.5304347826088855,-0.0132,scratch,ASIA,IFVG,MARKET,BUY,Thursday
2089,1.8703703703703702,70.0,0.9,18.0,0.0,1.0,4.792592592592444,-1.0178,loss,ASIA,IFVG,MARKET,BUY,Thursday
2090,1.3746130030959753,32.0,2.260061919504644,18.0,0.0,1.0,1.3498452012382887,-1.0135,loss,NY,IFVG,MARKET,SELL,Thursday
2091,1.5125,80.0,3.0416666666666665,17.0,0.0,1.0,5.070833333333364,-1.0055,loss,NY,IFVG,MARKET,SELL,Thursday
2092,2.984423676012461,98.0,2.2741433021806854,17.0,0.0,1.0,2.0342679127727896,-0.0021,scratch,NY,IFVG,MARKET,SELL,Thursday
2093,2.2906403940886704,42.0,2.226600985221675,17.0,0.0,1.0,0.7783251231526735,-1.0065,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
2094,1.1832460732984293,66.0,2.3664921465968587,18.0,0.0,1.0,0.40837696335065204,-0.0265,loss,ASIA,IFVG,MARKET,SELL,Friday
2095,3.5209580838323356,97.0,2.7065868263473054,17.0,1.0,1.0,0.0958083832334458,-1.0034,loss,ASIA,CHoCH,LIMIT,SELL,Friday
2096,2.759090909090909,14.0,5.945454545454545,18.0,0.0,1.0,1.1454545454543303,1.2142,win,NY,IFVG,MARKET,BUY,Friday
2097,1.193877551020408,16.0,2.173469387755102,18.0,1.0,0.0,2.3707482993198146,-0.0313,loss,ASIA,CHoCH,LIMIT,BUY,Monday
2098,1.1125541125541125,81.0,2.766233766233766,17.0,1.0,0.0,3.7489177489180796,-0.0428,loss,ASIA,CHoCH,LIMIT,BUY,Monday
2099,1.797029702970297,96.0,3.163366336633663,17.0,0.0,0.0,0.2673267326732493,1.1625,win,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Monday
2100,1.9069767441860463,14.0,1.9689922480620154,17.0,0.0,0.0,2.3255813953488373,-1.0142,loss,NY,IFVG,MARKET,BUY,Monday
2101,1.9740740740740739,46.0,1.8814814814814813,17.0,0.0,0.0,1.9592592592592457,-1.0019,loss,NY,IFVG,MARKET,BUY,Monday
2102,3.4198717948717947,68.0,1.6282051282051282,17.0,0.0,0.0,1.3685897435898835,-1.0084,loss,NY,IFVG,MARKET,BUY,Monday
2103,1.307262569832402,22.0,1.3743016759776536,17.0,0.0,1.0,1.7262569832403047,-1.0256,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2104,1.8345864661654134,62.0,1.8496240601503757,18.0,0.0,1.0,0.6992481203002868,-1.0205,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2105,0.7025316455696203,84.0,1.5569620253164556,19.0,0.0,1.0,0.044303797468745854,2.4505,win,ASIA,IFVG,MARKET,SELL,Tuesday
2106,1.2574257425742574,44.0,3.7062706270627066,17.0,0.0,1.0,2.6270627062706393,-0.0709,loss,NY,IFVG,MARKET,BUY,Tuesday
2107,2.212827988338192,92.0,3.2740524781341107,18.0,0.0,1.0,2.778425655976602,-0.0145,scratch,NY,IFVG,MARKET,BUY,Tuesday
2108,1.2256637168141593,34.0,0.49557522123893816,17.0,0.0,1.0,3.9557522123896063,-0.0614,loss,ASIA,IFVG,MARKET,SELL,Wednesday
2109,2.497005988023952,76.0,0.6706586826347306,17.0,0.0,1.0,0.6766467065868917,-1.0024,loss,ASIA,IFVG,MARKET,SELL,Wednesday
2110,2.3574879227053143,14.0,2.4734299516908216,6.0,1.0,1.0,0.8309178743962583,-1.0,loss,NY,CHoCH,LIMIT,SELL,Wednesday
2111,1.232142857142857,60.0,2.2857142857142856,7.0,1.0,1.0,2.6785714285714284,-0.0326,loss,NY,CHoCH,LIMIT,SELL,Wednesday
2112,3.1699029126213594,82.0,2.4854368932038833,0.0,0.0,1.0,1.4805825242719328,-0.0077,scratch,NY,IFVG,MARKET,SELL,Wednesday
2113,1.1932773109243697,18.0,0.40896358543417366,8.0,1.0,1.0,2.1316526610643343,6.6625,win,ASIA,CHoCH,LIMIT,SELL,Thursday
2114,1.0485829959514168,58.0,0.1740890688259109,3.0,0.0,1.0,1.2267206477731762,0.0,scratch,NY,IFVG,MARKET,SELL,Thursday
2115,1.4659090909090908,78.0,0.16287878787878787,1.0,0.0,1.0,2.617424242424187,-1.0052,loss,NY,IFVG,MARKET,SELL,Thursday
2116,2.025139664804469,108.0,0.12011173184357542,0.0,0.0,1.0,4.117318435754129,-0.0097,scratch,NY,IFVG,MARKET,SELL,Thursday
2117,1.5031645569620253,20.0,2.069620253164557,4.0,0.0,0.0,0.03164556962036829,-0.0042,scratch,ASIA,IFVG,MARKET,SELL,Friday
2118,1.9144144144144142,54.0,2.9459459459459456,20.0,0.0,0.0,2.6036036036034886,-1.0118,loss,ASIA,IFVG,MARKET,SELL,Friday
2119,2.3187499999999996,88.0,4.0874999999999995,13.0,0.0,0.0,2.012500000000159,-1.0,loss,ASIA,IFVG,MARKET,SELL,Friday
2120,2.76158940397351,34.0,10.45364238410596,5.0,1.0,1.0,1.1258278145697171,-1.0072,loss,NY,CHoCH,LIMIT,BUY,Friday
2121,2.3157894736842106,60.0,8.745152354570637,4.0,0.0,1.0,0.5263157894735835,-1.0108,loss,NY,IFVG,MARKET,BUY,Friday
2122,2.9729729729729724,100.0,7.11036036036036,15.0,0.0,1.0,1.7545045045044962,-0.0023,scratch,NY,IFVG,MARKET,BUY,Friday
2123,1.1088825214899714,24.0,0.9570200573065901,18.0,1.0,1.0,0.48137535816627247,1.9251,win,ASIA,CHoCH,LIMIT,BUY,Monday
2124,2.284313725490196,32.0,4.169934640522876,14.0,0.0,1.0,3.212418300653571,-1.0043,loss,NY,IFVG,MARKET,BUY,Monday
2125,3.3756476683937824,98.0,3.305699481865285,8.0,0.0,1.0,4.40932642487058,-1.0031,loss,NY,IFVG,MARKET,BUY,Monday
2126,2.873417721518987,52.0,0.2995780590717299,9.0,0.0,1.0,5.0126582278481475,0.0,scratch,ASIA,IFVG,MARKET,SELL,Tuesday
2127,1.23963133640553,85.0,0.32718894009216587,13.0,1.0,1.0,0.13824884792635111,-1.0558,loss,ASIA,CHoCH,LIMIT,SELL,Tuesday
2128,2.492957746478873,96.0,0.3333333333333333,21.0,0.0,1.0,0.07511737089195046,5.0853,win,ASIA,IFVG,MARKET,SELL,Tuesday
2129,1.5337078651685392,8.0,2.0898876404494384,14.0,0.0,1.0,0.7359550561794891,-0.0037,scratch,NY,IFVG,MARKET,BUY,Tuesday
2130,1.5825688073394495,52.0,0.8532110091743119,18.0,0.0,1.0,1.0802752293578064,2.029,win,NY,IFVG,MARKET,BUY,Tuesday
2131,2.516129032258064,10.0,0.10752688172043011,20.0,1.0,1.0,0.6075268817204887,0.0,scratch,ASIA,CHoCH,LIMIT,BUY,Wednesday
2132,2.529166666666667,30.0,0.08333333333333334,18.0,0.0,1.0,0.48750000000003035,-0.0082,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
2133,3.0348258706467663,98.0,0.09950248756218907,13.0,0.0,1.0,2.6019900497510267,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
2134,0.9064748201438849,30.0,1.4424460431654675,5.0,1.0,1.0,4.820143884891956,-1.0198,loss,NY,CHoCH,LIMIT,SELL,Wednesday
2135,2.236842105263158,48.0,1.319078947368421,16.0,0.0,1.0,3.2697368421054307,-1.0015,loss,NY,IFVG,MARKET,SELL,Wednesday
2136,2.6624999999999996,72.0,1.2531249999999998,15.0,0.0,1.0,1.3968749999997954,-0.0035,scratch,NY,IFVG,MARKET,SELL,Wednesday
2137,1.310483870967742,18.0,1.0483870967741935,20.0,1.0,1.0,0.6129032258062609,-0.0062,scratch,ASIA,CHoCH,LIMIT,SELL,Thursday
2138,1.3668341708542715,70.0,1.306532663316583,17.0,0.0,1.0,3.4472361809048153,-1.0331,loss,ASIA,IFVG,MARKET,SELL,Thursday
2139,0.905940594059406,87.0,1.2871287128712872,17.0,1.0,1.0,0.5198019801976596,-1.0055,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
2140,1.6106870229007633,16.0,3.7900763358778624,16.0,1.0,1.0,0.5419847328244553,-1.3815,loss,NY,CHoCH,LIMIT,SELL,Thursday
2141,0.9888392857142856,56.0,2.2165178571428568,18.0,0.0,1.0,4.27008928571431,-0.0203,loss,NY,IFVG,MARKET,SELL,Thursday
2142,3.086111111111111,96.0,2.7583333333333333,15.0,0.0,1.0,1.1666666666666161,-0.0018,scratch,NY,IFVG,MARKET,SELL,Thursday
2143,2.4087837837837838,52.0,1.4155405405405408,15.0,3.0,1.0,0.3074324324323833,-0.0014,scratch,ASIA,CHoCH,LIMIT,SELL,Friday
2144,1.781609195402299,28.0,1.0268199233716475,16.0,0.0,1.0,0.47892720306513414,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
2145,1.3622641509433961,50.0,1.0113207547169811,15.0,0.0,1.0,1.0264150943397188,-1.0055,loss,NY,IFVG,MARKET,BUY,Friday
2146,2.4899598393574296,66.0,1.0763052208835342,17.0,0.0,1.0,0.7389558232932311,-1.0242,loss,NY,IFVG,MARKET,BUY,Friday
2147,2.2049180327868854,32.0,0.6885245901639344,19.0,1.0,1.0,0.13387978142095389,5.4943,win,ASIA,CHoCH,LIMIT,BUY,Monday
2148,2.234513274336283,60.0,8.243362831858407,14.0,0.0,1.0,0.5088495575219629,-0.002,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Monday
2149,2.633846153846154,98.0,5.732307692307692,18.0,0.0,1.0,3.1723076923075357,-0.0023,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Monday
2150,1.8490566037735852,66.0,1.3320754716981131,18.0,0.0,1.0,0.34339622641538264,-0.0082,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
2151,2.353413654618474,90.0,1.4176706827309236,16.0,0.0,1.0,0.38554216867471336,0.0,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
2152,1.517150395778364,44.0,0.7651715039577837,16.0,0.0,1.0,0.9287598944589781,-1.0035,loss,NY,IFVG,MARKET,BUY,Tuesday
2153,1.2903225806451613,82.0,0.5197132616487455,13.0,0.0,1.0,5.462365591397934,-1.0056,loss,NY,IFVG,MARKET,BUY,Tuesday
2154,1.7039106145251397,100.0,0.5400372439478585,13.0,1.0,1.0,2.8789571694599694,-1.0087,loss,NY,CHoCH,LIMIT,BUY,Tuesday
2155,1.21900826446281,54.0,0.5619834710743802,17.0,0.0,1.0,3.4999999999997295,-1.061,loss,ASIA,IFVG,MARKET,SELL,Wednesday
2156,1.7174887892376682,114.0,0.609865470852018,10.0,0.0,1.0,1.2914798206278517,7.7643,win,ASIA,IFVG,MARKET,SELL,Wednesday
2157,2.193050193050193,11.0,2.362934362934363,19.0,1.0,1.0,0.4169884169883889,0.0,scratch,NY,CHoCH,LIMIT,SELL,Wednesday
2158,2.4979919678714855,58.0,2.4578313253012047,17.0,0.0,1.0,0.7710843373494267,-0.0161,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
2159,1.7808219178082192,92.0,2.095890410958904,12.0,0.0,1.0,0.16095890410967625,-1.0115,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
2160,0.8624595469255664,26.0,1.7281553398058254,23.0,1.0,1.0,0.0016181229773815987,-1.0394,loss,ASIA,CHoCH,LIMIT,BUY,Friday
2161,3.1242937853107344,76.0,3.016949152542373,23.0,0.0,1.0,3.110169491525485,-1.1528,loss,ASIA,IFVG,MARKET,BUY,Friday
2162,3.470219435736677,110.0,3.347962382445141,23.0,0.0,1.0,2.912225705329142,-0.0054,scratch,ASIA,IFVG,MARKET,BUY,Friday
2163,2.7849829351535833,46.0,0.49829351535836175,6.0,0.0,1.0,4.9385665529011105,-1.0025,loss,NY,IFVG,MARKET,SELL,Friday
2164,2.1680216802168024,100.0,0.3956639566395664,11.0,0.0,1.0,1.8238482384822665,-0.0175,scratch,NY,IFVG,MARKET,SELL,Friday
2165,3.750915750915751,28.0,0.8663003663003663,20.0,0.0,1.0,1.9230769230769231,-1.0059,loss,ASIA,IFVG,MARKET,SELL,Monday
2166,1.2267379679144386,80.0,2.4705882352941178,17.0,0.0,1.0,0.38716577540115515,0.9451,win,NY,IFVG,MARKET,SELL,Monday
2167,1.0933098591549297,22.0,0.5633802816901409,16.0,0.0,0.0,0.8257042253520422,-0.0097,scratch,ASIA,IFVG,MARKET,SELL,Tuesday
2168,1.7040816326530612,66.0,0.8163265306122449,12.0,0.0,1.0,5.127551020408256,-0.0105,scratch,ASIA,IFVG,MARKET,SELL,Tuesday
2169,1.0929292929292929,46.0,6.919191919191919,18.0,0.0,1.0,4.399999999999948,-1.0,loss,NY,IFVG,MARKET,BUY,Tuesday
2170,1.4468503937007873,52.0,6.7421259842519685,17.0,0.0,1.0,0.08070866141747322,-0.0204,loss,NY,IFVG,MARKET,BUY,Tuesday
2171,2.153005464480874,80.0,9.357923497267759,19.0,0.0,1.0,0.8934426229509389,-0.0368,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
2172,3.578544061302682,88.0,1.0881226053639848,19.0,0.0,0.0,2.827586206896594,0.0,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
2173,1.3181818181818181,116.0,0.6454545454545454,12.0,0.0,0.0,1.3590909090908099,-1.0552,loss,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
2174,2.0103092783505154,62.0,4.762886597938144,10.0,0.0,1.0,8.420103092783524,-0.0179,scratch,NY,IFVG,MARKET,SELL,Wednesday
2175,2.294573643410853,100.0,3.5813953488372094,14.0,0.0,1.0,0.7422480620154898,-1.0017,loss,NY,IFVG,MARKET,SELL,Wednesday
2176,1.6372881355932203,32.0,3.284745762711864,20.0,0.0,1.0,2.081355932203501,5.303,win,ASIA,IFVG,MARKET,BUY,Friday
2177,1.3933463796477494,48.0,4.052837573385519,18.0,1.0,1.0,3.7827788649706315,-1.0,loss,NY,CHoCH,LIMIT,BUY,Friday
2178,1.944578313253012,67.0,4.990361445783132,4.0,1.0,1.0,0.9518072289156188,-1.0037,loss,NY,CHoCH,LIMIT,BUY,Friday
2179,2.513986013986014,108.0,3.620629370629371,14.0,0.0,1.0,3.283216783216898,-1.0007,loss,NY,IFVG,MARKET,BUY,Friday
2180,1.4292604501607717,41.0,3.059485530546624,23.0,1.0,1.0,0.6350482315112248,-1.0022,loss,ASIA,CHoCH,LIMIT,BUY,Monday
2181,1.5996168582375478,58.0,3.645593869731801,23.0,0.0,1.0,1.293103448275862,-1.0108,loss,ASIA,IFVG,MARKET,BUY,Monday
2182,3.005586592178771,86.0,5.315642458100559,18.0,0.0,1.0,0.7206703910614322,0.0,scratch,ASIA,IFVG,MARKET,BUY,Monday
2183,1.328804347826087,55.0,0.005434782608695652,6.0,2.0,1.0,3.228260869565247,1.4908,win,NY,CHoCH,LIMIT,BUY,Monday
2184,2.034398034398034,26.0,1.3562653562653562,17.0,0.0,1.0,1.5307125307124234,-1.006,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2185,4.2405063291139244,100.0,2.3291139240506324,7.0,0.0,1.0,7.578059071729973,-1.004,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2186,1.3822629969418958,44.0,2.4036697247706424,11.0,1.0,1.0,1.6360856269111481,-0.0177,scratch,NY,CHoCH,LIMIT,BUY,Tuesday
2187,3.3302180685358254,54.0,2.4485981308411215,17.0,0.0,1.0,0.4890965732089154,-0.0047,scratch,NY,IFVG,MARKET,BUY,Tuesday
2188,3.213166144200627,92.0,2.4639498432601883,12.0,0.0,1.0,0.5768025078370362,-0.0039,scratch,NY,IFVG,MARKET,BUY,Tuesday
2189,1.3362068965517242,41.0,0.2974137931034483,19.0,2.0,1.0,0.7672413793104311,-0.0177,scratch,ASIA,CHoCH,LIMIT,SELL,Wednesday
2190,1.5726744186046513,78.0,0.4011627906976744,22.0,0.0,1.0,1.4941860465117232,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
2191,1.6516393442622952,106.0,0.5655737704918032,23.0,0.0,1.0,1.2008196721308941,-1.0025,loss,ASIA,IFVG,MARKET,SELL,Wednesday
2192,1.3907637655417406,30.0,3.8117229129662524,16.0,0.0,1.0,1.44227353463586,-1.0064,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
2193,1.2424242424242424,70.0,5.911845730027548,16.0,0.0,1.0,1.9504132231404758,-0.0022,scratch,NY,IFVG,MARKET,SELL,Wednesday
2194,2.089908256880734,99.0,3.9376146788990827,16.0,1.0,1.0,0.34678899082558123,-1.0026,loss,NY,CHoCH,LIMIT,SELL,Wednesday
2195,1.3803278688524592,16.0,2.2426229508196722,19.0,0.0,1.0,2.5803278688524234,-1.019,loss,ASIA,IFVG,MARKET,SELL,Thursday
2196,1.5571847507331376,26.0,2.005865102639296,20.0,0.0,1.0,0.03812316715545722,1.2185,win,ASIA,IFVG,MARKET,SELL,Thursday
2197,2.135204081632653,32.0,1.8188775510204083,8.0,0.0,1.0,1.6020408163264657,-0.0036,scratch,NY,IFVG,MARKET,SELL,Thursday
2198,2.651629072681704,74.0,1.7869674185463658,9.0,0.0,1.0,0.005012531328430214,-1.0047,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
2199,0.9958847736625513,74.0,3.588477366255144,22.0,0.0,0.0,6.843621399177,-0.0165,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
2200,2.1507936507936507,101.0,3.4603174603174605,21.0,1.0,0.0,0.456349206349062,-0.0074,scratch,ASIA,CHoCH,LIMIT,SELL,Friday
2201,1.6016260162601625,10.0,1.0447154471544715,12.0,0.0,0.0,2.40650406504068,0.0,scratch,NY,IFVG,MARKET,SELL,Friday
2202,0.8528072837632777,52.0,0.3899848254931715,11.0,1.0,1.0,2.75417298937779,-1.0089,loss,NY,CHoCH,LIMIT,SELL,Friday
2203,1.9377593360995848,80.0,0.5331950207468878,10.0,0.0,1.0,1.734439834025017,-1.0021,loss,NY,IFVG,MARKET,SELL,Friday
2204,0.9277504105090313,30.0,4.753694581280788,22.0,1.0,1.0,1.5385878489326585,-1.0319,loss,ASIA,CHoCH,LIMIT,BUY,Monday
2205,1.0486486486486486,32.0,3.5324324324324325,13.0,0.0,1.0,0.6081081081081081,0.0,scratch,NY,IFVG,MARKET,BUY,Monday
2206,2.3512110726643596,92.0,2.2612456747404845,17.0,0.0,1.0,3.7041522491349226,-0.0044,scratch,NY,IFVG,MARKET,BUY,Monday
2207,1.8155339805825244,18.0,0.5412621359223301,22.0,0.0,1.0,0.8665048543688614,-0.0013,scratch,ASIA,IFVG,MARKET,SELL,Tuesday
2208,1.8838709677419354,76.0,0.7193548387096774,15.0,0.0,1.0,1.0580645161289501,-1.0034,loss,ASIA,IFVG,MARKET,SELL,Tuesday
2209,1.8505494505494506,32.0,1.0417582417582418,15.0,0.0,1.0,0.17802197802206599,-0.0048,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
2210,1.4010554089709761,66.0,1.2506596306068603,18.0,0.0,1.0,0.6042216358838954,-0.0094,scratch,NY,IFVG,MARKET,BUY,Tuesday
2211,2.2881773399014778,96.0,1.1674876847290643,13.0,0.0,1.0,0.6970443349755756,-0.0032,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
2212,1.8673835125448028,72.0,2.5197132616487457,23.0,0.0,1.0,0.9534050179210948,-0.0019,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
2213,1.1859903381642514,25.0,3.166666666666667,11.0,1.0,1.0,1.5410628019323935,-1.0876,loss,NY,CHoCH,LIMIT,BUY,Wednesday
2214,2.275252525252525,49.0,3.3106060606060606,19.0,1.0,1.0,0.8762626262626906,-1.0377,loss,NY,CHoCH,LIMIT,BUY,Wednesday
2215,1.6118210862619808,116.0,2.094249201277955,10.0,0.0,1.0,3.8753993610223993,-1.004,loss,NY,IFVG,MARKET,BUY,Wednesday
2216,2.9704142011834316,10.0,0.46153846153846156,23.0,0.0,1.0,1.0147928994083701,-1.003,loss,ASIA,IFVG,MARKET,BUY,Thursday
2217,3.36734693877551,44.0,0.28942486085343233,17.0,0.0,1.0,4.285714285714184,-0.0182,scratch,ASIA,IFVG,MARKET,BUY,Thursday
2218,2.6733524355300857,118.0,0.4469914040114613,19.0,0.0,1.0,2.475644699140234,-1.0021,loss,ASIA,IFVG,MARKET,BUY,Thursday
2219,1.8782287822878228,52.0,1.2324723247232472,10.0,0.0,1.0,6.119926199262006,1.5462,win,NY,IFVG,MARKET,BUY,Thursday
2220,1.8352059925093636,34.0,2.737827715355805,22.0,0.0,1.0,2.0337078651686484,-1.0041,loss,ASIA,IFVG,MARKET,SELL,Friday
2221,1.8249027237354087,48.0,2.8443579766536966,21.0,0.0,1.0,0.42023346303499115,-0.0405,loss,ASIA,IFVG,MARKET,SELL,Friday
2222,2.6740740740740736,92.0,2.7074074074074073,19.0,0.0,1.0,0.3777777777776026,0.0,scratch,ASIA,IFVG,MARKET,SELL,Friday
2223,1.243809523809524,35.0,0.29523809523809524,15.0,3.0,1.0,0.05714285714289179,-0.0107,scratch,NY,CHoCH,LIMIT,SELL,Friday
2224,1.190909090909091,80.0,0.4696969696969697,16.0,0.0,1.0,3.169696969696981,-0.0305,loss,NY,IFVG,MARKET,SELL,Friday
2225,1.460093896713615,100.0,0.363849765258216,13.0,0.0,1.0,1.4718309859155956,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Friday
2226,0.7604166666666666,34.0,0.8593750000000001,22.0,0.0,1.0,2.682291666666635,-1.0685,loss,ASIA,IFVG,MARKET,BUY,Monday
2227,1.0148936170212766,46.0,1.053191489361702,20.0,1.0,1.0,0.2042553191489439,-0.0294,loss,ASIA,CHoCH,LIMIT,BUY,Monday
2228,1.9083969465648853,66.0,1.2595419847328244,22.0,0.0,1.0,0.7353689567430858,-0.0027,scratch,ASIA,IFVG,MARKET,BUY,Monday
2229,2.553763440860215,78.0,2.833333333333333,12.0,0.0,1.0,3.7795698924729813,-0.0042,scratch,NY,IFVG,MARKET,BUY,Monday
2230,3.120253164556962,104.0,3.335443037974683,12.0,0.0,1.0,1.9430379746839357,-0.002,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Monday
