trade_no,sl_atr_ratio,mins_from_session_open,vwap_distance_atr,spread_at_entry,bos_count,range_exited,sweep_depth_atr,net_r,label,session,model,order_kind,bias,weekday
1,1.372549019607843,38.0,0.9411764705882353,20.0,0.0,1.0,0.8333333333332441,-1.0,loss,ASIA,IFVG,MARKET,BUY,Tuesday
2,2.9411764705882355,80.0,1.1294117647058823,20.0,0.0,1.0,3.4823529411765133,-0.004,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
3,2.4554455445544554,14.0,4.02970297029703,16.0,0.0,1.0,0.8712871287129793,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Tuesday
4,3.1835443037974684,52.0,2.5759493670886076,16.0,0.0,1.0,1.5696202531645684,-0.0199,scratch,NY,IFVG,MARKET,SELL,Tuesday
5,2.328125,16.0,0.09375,20.0,0.0,0.0,2.0468749999999147,-1.0067,loss,ASIA,IFVG,MARKET,SELL,Wednesday
6,1.2307692307692306,36.0,0.07692307692307691,20.0,0.0,0.0,1.3974358974360839,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
7,1.2249999999999999,40.0,0.075,20.0,0.0,0.0,1.4749999999997954,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
8,1.1578947368421053,42.0,7.052631578947369,16.0,0.0,1.0,0.7039473684210107,1.0284,win,NY,IFVG,MARKET,SELL,Wednesday
9,2.942857142857143,45.0,0.8571428571428572,20.0,3.0,1.0,0.842857142857026,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
10,0.987012987012987,82.0,0.7792207792207791,20.0,0.0,1.0,4.064935064935207,-0.0263,loss,ASIA,IFVG,MARKET,SELL,Thursday
11,1.8586956521739129,16.0,0.45652173913043476,16.0,0.0,1.0,1.5652173913041598,2.1579,win,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
12,1.3918918918918919,48.0,0.6621621621621622,20.0,1.0,1.0,0.18918918918901712,-1.0097,loss,ASIA,CHoCH,LIMIT,BUY,Friday
13,1.8196721311475412,73.0,0.8032786885245902,20.0,1.0,1.0,0.6065573770490015,-0.018,scratch,ASIA,CHoCH,LIMIT,BUY,Friday
14,2.08,102.0,0.98,20.0,0.0,1.0,1.0,-1.0,loss,ASIA,IFVG,MARKET,BUY,Friday
15,5.639484978540772,33.0,0.8412017167381974,16.0,1.0,1.0,0.36051502145919234,-1.0244,loss,NY,CHoCH,LIMIT,SELL,Friday
16,0.5773420479302832,56.0,0.42701525054466233,16.0,0.0,1.0,1.5947712418300515,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Friday
17,1.8413793103448275,70.0,0.6758620689655173,16.0,0.0,1.0,1.475862068965508,-1.0449,loss,NY,IFVG,MARKET,SELL,Friday
18,3.2553191489361706,10.0,2.5319148936170213,20.0,0.0,0.0,2.5957446808506384,-1.0,loss,ASIA,IFVG,MARKET,BUY,Monday
19,1.9931034482758623,16.0,3.8551724137931034,16.0,1.0,1.0,3.4689655172413607,-0.0381,loss,NY,CHoCH,LIMIT,SELL,Monday
20,1.6439393939393938,76.0,4.234848484848484,16.0,0.0,1.0,0.5757575757575688,-1.0,loss,NY,IFVG,MARKET,SELL,Monday
21,1.78,110.0,3.7266666666666666,16.0,0.0,1.0,1.9866666666666788,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
22,1.8235294117647058,11.0,2.852941176470588,20.0,1.0,1.0,0.2794117647059626,-1.0,loss,ASIA,CHoCH,LIMIT,BUY,Tuesday
23,1.460526315789474,56.0,2.552631578947368,20.0,1.0,1.0,3.8552631578948207,1.2252,win,ASIA,CHoCH,LIMIT,BUY,Tuesday
24,2.2037037037037033,32.0,1.6666666666666665,16.0,0.0,1.0,3.3703703703704626,1.2143,win,NY,IFVG,MARKET,BUY,Tuesday
25,1.1973684210526316,70.0,0.11842105263157894,20.0,1.0,1.0,4.315789473684174,-1.011,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
26,2.576271186440678,90.0,0.15254237288135594,20.0,0.0,1.0,1.2372881355932512,2.2368,win,ASIA,IFVG,MARKET,SELL,Wednesday
27,2.177570093457944,20.0,0.43925233644859807,16.0,0.0,1.0,1.4859813084111384,0.0,scratch,NY,IFVG,MARKET,SELL,Wednesday
28,2.0409836065573774,100.0,0.38524590163934425,16.0,0.0,1.0,1.7377049180326976,1.0402,win,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
29,1.2542372881355932,25.0,1.6949152542372883,20.0,2.0,1.0,0.3050847457628198,-0.0135,scratch,ASIA,CHoCH,LIMIT,BUY,Thursday
30,2.6949152542372885,48.0,1.6949152542372883,20.0,0.0,1.0,1.8813559322032203,1.0503,win,ASIA,IFVG,MARKET,BUY,Thursday
31,1.4148936170212767,8.0,0.4893617021276596,16.0,1.0,1.0,1.5638297872340716,1.391,win,NY,CHoCH,LIMIT,BUY,Thursday
32,0.6666666666666666,34.0,2.076923076923077,20.0,0.0,1.0,2.128205128205233,-1.0192,loss,ASIA,IFVG,MARKET,SELL,Friday
33,2.2222222222222223,70.0,2.2500000000000004,20.0,0.0,1.0,3.2083333333332575,-1.0,loss,ASIA,IFVG,MARKET,SELL,Friday
34,1.6515151515151516,98.0,2.4545454545454546,20.0,0.0,1.0,1.2878787878789946,-1.0092,loss,ASIA,IFVG,MARKET,SELL,Friday
35,1.5135135135135136,22.0,4.97972972972973,16.0,1.0,1.0,2.695945945946106,5.6321,win,NY,CHoCH,LIMIT,BUY,Friday
36,1.8571428571428574,72.0,0.5285714285714286,20.0,0.0,1.0,1.042857142857169,4.6258,win,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Monday
37,1.7424242424242422,24.0,1.5454545454545454,16.0,0.0,1.0,1.5000000000003582,-1.0174,loss,NY,IFVG,MARKET,SELL,Monday
38,2.2727272727272725,68.0,1.8545454545454545,16.0,0.0,1.0,1.3454545454549753,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
39,1.3243243243243243,46.0,2.743243243243243,20.0,1.0,1.0,2.8108108108107124,-1.0102,loss,ASIA,CHoCH,LIMIT,SELL,Tuesday
40,1.7894736842105265,90.0,3.56140350877193,20.0,1.0,1.0,0.28070175438650746,-1.0098,loss,ASIA,CHoCH,LIMIT,SELL,Tuesday
41,1.1910112359550562,32.0,3.438202247191011,16.0,1.0,1.0,0.23033707865173136,-1.0802,loss,NY,CHoCH,LIMIT,SELL,Tuesday
42,2.7053140096618358,48.0,2.956521739130435,16.0,0.0,1.0,5.589371980676298,-0.0321,loss,NY,IFVG,MARKET,SELL,Tuesday
43,1.676923076923077,16.0,1.9846153846153847,20.0,0.0,0.0,1.5076923076923356,2.0734,win,ASIA,IFVG,MARKET,BUY,Wednesday
44,2.893939393939394,40.0,2.1515151515151514,16.0,0.0,1.0,3.722222222222282,-1.0035,loss,NY,IFVG,MARKET,BUY,Wednesday
45,3.1077844311377247,82.0,2.5508982035928143,16.0,0.0,1.0,3.2395209580837454,-1.0,loss,NY,IFVG,MARKET,BUY,Wednesday
46,3.2903225806451615,52.0,3.2903225806451615,20.0,0.0,1.0,0.7741935483871262,-1.0098,loss,ASIA,IFVG,MARKET,BUY,Thursday
47,0.9207317073170732,55.0,2.3292682926829267,16.0,1.0,1.0,4.201219512195183,-1.0397,loss,NY,CHoCH,LIMIT,BUY,Thursday
48,1.526315789473684,62.0,2.8721804511278193,16.0,0.0,1.0,0.2631578947369447,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Thursday
49,1.7519379844961238,80.0,2.9612403100775193,16.0,0.0,1.0,0.5193798449612967,1.0575,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Thursday
50,2.1403508771929824,6.0,0.10526315789473685,20.0,0.0,1.0,1.3508771929824244,-0.0082,scratch,ASIA,IFVG,MARKET,SELL,Friday
51,2.1641791044776117,48.0,0.08955223880597014,20.0,0.0,1.0,3.4776119402983987,-0.0207,loss,ASIA,IFVG,MARKET,SELL,Friday
52,4.957446808510639,94.0,0.1276595744680851,20.0,0.0,1.0,0.2765957446805995,0.0,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
53,1.463235294117647,53.0,3.7279411764705883,16.0,2.0,1.0,0.7352941176470588,-0.0704,loss,NY,CHoCH,LIMIT,BUY,Friday
54,2.2372881355932206,46.0,2.3728813559322033,20.0,0.0,1.0,0.42372881355932207,-1.0,loss,ASIA,IFVG,MARKET,BUY,Monday
55,2.4363636363636365,70.0,2.545454545454545,20.0,0.0,1.0,2.836363636363537,-1.0,loss,ASIA,IFVG,MARKET,BUY,Monday
56,2.4159292035398234,24.0,4.716814159292036,16.0,0.0,1.0,3.955752212389405,-1.0,loss,NY,IFVG,MARKET,BUY,Monday
57,1.8322580645161288,56.0,3.4387096774193546,16.0,1.0,1.0,1.9612903225806215,-1.0282,loss,NY,CHoCH,LIMIT,BUY,Monday
58,1.5035460992907803,72.0,3.7801418439716317,16.0,0.0,1.0,0.3120567375886912,-1.0519,loss,NY,IFVG,MARKET,BUY,Monday
59,1.984375,28.0,1.7968749999999998,20.0,0.0,1.0,4.562500000000114,-0.0079,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
60,2.1568627450980395,110.0,2.2549019607843137,20.0,0.0,1.0,0.7843137254903744,-1.0091,loss,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
61,1.2758620689655173,8.0,2.1494252873563218,16.0,0.0,1.0,0.5057471264368444,-1.0721,loss,NY,IFVG,MARKET,SELL,Tuesday
62,2.900900900900901,34.0,1.6846846846846846,16.0,0.0,1.0,2.522522522522481,0.0,scratch,NY,IFVG,MARKET,SELL,Tuesday
63,2.7818181818181817,22.0,1.6181818181818182,20.0,0.0,0.0,1.872727272727223,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
64,1.2115384615384615,108.0,1.7115384615384615,20.0,1.0,0.0,0.03846153846194074,0.0,scratch,ASIA,CHoCH,LIMIT,SELL,Wednesday
65,2.4065040650406506,28.0,2.097560975609756,15.0,0.0,1.0,1.0975609756096822,-1.0,loss,NY,IFVG,MARKET,BUY,Wednesday
66,2.1635220125786163,58.0,1.6226415094339621,16.0,0.0,1.0,0.4339622641509777,-1.0552,loss,NY,IFVG,MARKET,BUY,Wednesday
67,1.8947368421052635,28.0,1.2982456140350878,20.0,1.0,0.0,0.17543859649106852,-1.0093,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
68,1.484375,48.0,1.15625,20.0,0.0,0.0,3.109375000000014,-1.0105,loss,ASIA,IFVG,MARKET,SELL,Thursday
69,1.2340425531914894,100.0,1.574468085106383,20.0,1.0,0.0,0.3191489361704063,0.0,scratch,ASIA,CHoCH,LIMIT,SELL,Thursday
70,1.8805309734513276,44.0,0.9690265486725664,16.0,0.0,1.0,3.8318584070796824,-1.0565,loss,NY,IFVG,MARKET,SELL,Thursday
71,1.783132530120482,80.0,1.319277108433735,16.0,0.0,1.0,2.19277108433741,-1.0,loss,NY,IFVG,MARKET,SELL,Thursday
72,1.5783132530120483,22.0,0.8674698795180723,20.0,1.0,1.0,0.30120481927710846,-1.0382,loss,ASIA,CHoCH,LIMIT,BUY,Friday
73,1.2465753424657535,39.0,0.9863013698630136,20.0,1.0,1.0,0.6301369863014197,-1.033,loss,ASIA,CHoCH,LIMIT,BUY,Friday
74,2.8620689655172415,66.0,1.2413793103448276,20.0,0.0,1.0,1.3620689655171787,-0.006,scratch,ASIA,IFVG,MARKET,BUY,Friday
75,0.875,30.0,0.375,16.0,2.0,1.0,2.4270833333332575,-1.0,loss,NY,CHoCH,LIMIT,SELL,Friday
76,2.532608695652174,46.0,0.19565217391304346,16.0,0.0,1.0,1.3369565217391501,-0.4519,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Friday
77,2.4698795180722892,28.0,1.7951807228915664,20.0,0.0,1.0,4.120481927710931,-0.0049,scratch,ASIA,IFVG,MARKET,SELL,Monday
78,1.4,98.0,2.709090909090909,20.0,0.0,1.0,1.54545454545438,-1.0649,loss,ASIA,IFVG,MARKET,SELL,Monday
79,2.621359223300971,82.0,0.6893203883495145,16.0,4.0,1.0,1.2135922330097086,-1.0852,loss,NY,CHoCH,LIMIT,BUY,Monday
80,1.717948717948718,86.0,4.153846153846154,20.0,1.0,0.0,5.410256410256154,-1.0,loss,ASIA,CHoCH,LIMIT,BUY,Tuesday
81,2.6590909090909087,92.0,3.681818181818182,20.0,0.0,0.0,0.9772727272723553,1.0256,win,ASIA,IFVG,MARKET,BUY,Tuesday
82,1.763157894736842,26.0,0.368421052631579,16.0,0.0,1.0,2.0263157894736366,4.8457,win,NY,IFVG,MARKET,BUY,Tuesday
83,1.1923076923076923,26.0,1.673076923076923,20.0,1.0,1.0,0.8846153846154545,-1.0323,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
84,2.4339622641509435,100.0,1.641509433962264,20.0,1.0,1.0,0.1509433962262778,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
85,2.628571428571428,16.0,1.0095238095238095,16.0,0.0,1.0,2.438095238095186,4.463,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
86,1.3125,30.0,0.140625,20.0,0.0,0.0,0.1093750000002558,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Thursday
87,0.8518518518518519,112.0,0.16666666666666666,20.0,0.0,0.0,15.796296296295823,-1.0,loss,ASIA,IFVG,MARKET,SELL,Thursday
88,1.5154639175257731,8.0,4.484536082474227,16.0,0.0,0.0,0.5051546391752672,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
89,1.174496644295302,60.0,2.919463087248322,16.0,1.0,1.0,5.275167785234832,-1.1657,loss,NY,CHoCH,LIMIT,SELL,Thursday
90,3.4833333333333334,48.0,1.0166666666666666,20.0,0.0,0.0,0.9166666666669698,-0.0048,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
91,4.311111111111111,114.0,1.3555555555555554,20.0,0.0,1.0,1.2444444444443232,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
92,1.9354838709677418,44.0,0.058064516129032254,16.0,0.0,1.0,7.000000000000014,-1.03,loss,NY,IFVG,MARKET,BUY,Friday
93,3.7935779816513757,108.0,0.08256880733944953,16.0,0.0,1.0,2.394495412844049,-0.0152,scratch,NY,IFVG,MARKET,BUY,Friday
94,2.533333333333333,18.0,2.76,20.0,1.0,0.0,1.613333333333382,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Monday
95,1.9277108433734942,48.0,2.4939759036144578,20.0,0.0,0.0,1.6746987951805696,-1.0,loss,ASIA,IFVG,MARKET,SELL,Monday
96,2.921875,76.0,3.2343749999999996,20.0,0.0,0.0,1.0000000000001563,5.9649,win,ASIA,IFVG,MARKET,SELL,Monday
97,1.6910569105691058,70.0,4.520325203252033,16.0,0.0,1.0,0.6097560975609756,-1.024,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
98,1.644578313253012,112.0,3.3493975903614457,16.0,0.0,1.0,4.228915662650592,-1.022,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
99,1.2105263157894737,26.0,2.385964912280702,20.0,0.0,1.0,0.35087719298253595,-1.0145,loss,ASIA,IFVG,MARKET,BUY,Tuesday
100,2.641509433962264,46.0,2.5660377358490565,20.0,0.0,1.0,1.0943396226418012,-1.0,loss,ASIA,IFVG,MARKET,BUY,Tuesday
101,1.796296296296296,92.0,2.5185185185185186,20.0,0.0,1.0,3.9814814814816497,0.0,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
102,1.7339449541284402,48.0,1.7064220183486238,16.0,0.0,1.0,2.09174311926603,0.0,scratch,NY,IFVG,MARKET,BUY,Tuesday
103,1.595744680851064,82.0,1.9787234042553195,16.0,0.0,1.0,0.26595744680851063,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
104,2.4285714285714284,94.0,1.7714285714285714,16.0,0.0,1.0,0.7238095238095151,1.9294,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
105,1.2380952380952381,26.0,0.7380952380952381,20.0,0.0,0.0,0.999999999999632,-0.0577,loss,ASIA,IFVG,MARKET,SELL,Wednesday
106,1.6521739130434783,54.0,0.6739130434782609,20.0,0.0,0.0,0.13043478260857702,-1.0789,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
107,1.8648648648648647,92.0,0.8378378378378378,20.0,0.0,0.0,0.6216216216210563,-0.0145,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
108,1.4823529411764707,28.0,0.5411764705882354,16.0,0.0,1.0,2.388235294117615,-1.0,loss,NY,IFVG,MARKET,SELL,Wednesday
109,1.8857142857142857,48.0,0.4380952380952381,16.0,0.0,1.0,1.4380952380952294,-1.0051,loss,NY,IFVG,MARKET,SELL,Wednesday
110,2.6050420168067228,98.0,0.3865546218487395,16.0,3.0,1.0,1.159663865546119,-1.0,loss,NY,CHoCH,LIMIT,SELL,Wednesday
111,1.5,75.0,1.1851851851851851,20.0,3.0,1.0,1.3703703703703871,-1.0247,loss,ASIA,CHoCH,LIMIT,BUY,Thursday
112,2.5669291338582676,32.0,5.834645669291339,16.0,1.0,1.0,0.7874015748031495,-1.0,loss,NY,CHoCH,LIMIT,SELL,Thursday
113,2.9214659685863875,114.0,3.8795811518324608,16.0,0.0,1.0,5.565445026177949,-1.0036,loss,NY,IFVG,MARKET,SELL,Thursday
114,2.25,32.0,4.25,21.0,0.0,0.0,2.3249999999995907,-1.0,loss,ASIA,IFVG,MARKET,SELL,Friday
115,1.564102564102564,56.0,4.358974358974359,20.0,0.0,0.0,1.6410256410253146,-1.0164,loss,ASIA,IFVG,MARKET,SELL,Friday
116,1.255813953488372,90.0,3.953488372093023,20.0,1.0,0.0,0.5348837209302749,0.0,scratch,ASIA,CHoCH,LIMIT,SELL,Friday
117,3.939622641509434,52.0,1.4566037735849056,16.0,0.0,1.0,3.667924528301897,-0.0063,scratch,NY,IFVG,MARKET,SELL,Friday
118,3.3720930232558137,8.0,0.6744186046511628,21.0,0.0,1.0,2.4418604651161733,1.0621,win,ASIA,IFVG,MARKET,SELL,Monday
119,2.1885245901639343,22.0,1.3852459016393444,16.0,0.0,1.0,4.79508196721304,0.0,scratch,NY,IFVG,MARKET,SELL,Monday
120,3.0588235294117645,34.0,1.441176470588235,12.0,0.0,0.0,1.6176470588233955,-1.0096,loss,ASIA,IFVG,MARKET,BUY,Tuesday
121,2.033333333333333,54.0,1.6333333333333333,21.0,0.0,0.0,2.733333333333121,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
122,2.8181818181818183,96.0,1.4848484848484849,20.0,0.0,0.0,1.7272727272725343,-1.043,loss,ASIA,IFVG,MARKET,BUY,Tuesday
123,1.4305555555555556,16.0,5.125,16.0,1.0,1.0,0.33333333333334597,-1.0,loss,NY,CHoCH,LIMIT,BUY,Tuesday
124,1.8571428571428572,28.0,3.7653061224489797,16.0,1.0,1.0,0.29591836734690163,-1.0495,loss,NY,CHoCH,LIMIT,BUY,Tuesday
125,3.08974358974359,34.0,0.8333333333333334,20.0,0.0,1.0,4.282051282051177,0.0,scratch,ASIA,IFVG,MARKET,BUY,Wednesday
126,2.75,112.0,1.8055555555555556,21.0,0.0,1.0,1.3333333333333839,-1.0,loss,ASIA,IFVG,MARKET,BUY,Wednesday
127,2.2325581395348837,16.0,0.686046511627907,16.0,0.0,1.0,2.639534883720909,-1.0,loss,NY,IFVG,MARKET,SELL,Wednesday
128,1.3955223880597014,43.0,0.4402985074626865,16.0,1.0,1.0,0.45522388059710994,0.0,scratch,NY,CHoCH,LIMIT,SELL,Wednesday
129,2.697247706422018,72.0,0.5412844036697247,16.0,0.0,1.0,0.25688073394492905,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
130,1.75,16.0,0.34615384615384615,20.0,0.0,0.0,0.7692307692309441,-1.0,loss,ASIA,IFVG,MARKET,BUY,Thursday
131,1.8571428571428572,57.0,0.42857142857142855,20.0,1.0,0.0,2.0476190476188094,-1.0513,loss,ASIA,CHoCH,LIMIT,BUY,Thursday
132,2.2682926829268295,68.0,0.43902439024390244,20.0,0.0,0.0,0.48780487804889144,0.0,scratch,ASIA,IFVG,MARKET,BUY,Thursday
133,1.0315789473684212,24.0,3.2526315789473683,16.0,1.0,1.0,0.14736842105249756,-0.0204,loss,NY,CHoCH,LIMIT,BUY,Thursday
134,1.9893617021276597,38.0,1.6436170212765957,16.0,0.0,1.0,1.2925531914893957,1.1176,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Thursday
135,2.340909090909091,44.0,1.8636363636363635,5.0,1.0,1.0,4.250000000000269,-1.0097,loss,ASIA,CHoCH,LIMIT,SELL,Friday
136,1.6666666666666665,64.0,1.9523809523809523,20.0,0.0,1.0,1.809523809523788,-0.0714,loss,ASIA,IFVG,MARKET,SELL,Friday
137,1.0476190476190477,25.0,2.380952380952381,16.0,1.0,1.0,1.3809523809522077,-0.0152,scratch,NY,CHoCH,LIMIT,BUY,Friday
138,2.1982758620689653,46.0,0.646551724137931,16.0,0.0,1.0,4.418103448275862,-0.002,scratch,NY,IFVG,MARKET,BUY,Friday
139,1.7586206896551724,97.0,1.0344827586206897,16.0,1.0,1.0,0.24827586206905333,0.0,scratch,NY,CHoCH,LIMIT,BUY,Friday
140,3.1341463414634148,50.0,4.060975609756098,20.0,0.0,1.0,1.8780487804877606,-0.0117,scratch,ASIA,IFVG,MARKET,BUY,Monday
141,1.1216216216216215,24.0,3.4324324324324325,16.0,0.0,1.0,3.067567567567543,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
142,1.4696969696969695,66.0,3.848484848484848,16.0,1.0,1.0,0.07575757575750686,-1.0,loss,NY,CHoCH,LIMIT,SELL,Monday
143,2.9649122807017547,82.0,4.4561403508771935,16.0,0.0,1.0,0.017543859649106854,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
144,1.0476190476190477,68.0,0.14285714285714285,20.0,1.0,1.0,1.142857142857186,0.0,scratch,ASIA,CHoCH,LIMIT,BUY,Tuesday
145,1.352112676056338,20.0,5.830985915492958,16.0,1.0,1.0,0.2535211267606531,-1.0,loss,NY,CHoCH,LIMIT,BUY,Tuesday
146,1.6666666666666665,68.0,4.451612903225806,16.0,0.0,1.0,1.4516129032257086,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
147,1.6371681415929207,98.0,3.663716814159292,16.0,0.0,1.0,1.4778761061947547,-1.0054,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
148,1.3414634146341464,56.0,0.5365853658536586,20.0,1.0,1.0,5.414634146340975,-1.0182,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
149,2.8703703703703702,112.0,0.4074074074074074,20.0,0.0,1.0,5.685185185185488,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
150,2.2111111111111112,32.0,1.1111111111111112,16.0,0.0,1.0,3.0000000000000506,-0.005,scratch,NY,IFVG,MARKET,BUY,Wednesday
151,2.111111111111111,64.0,1.1111111111111112,16.0,0.0,1.0,1.7111111111110706,-1.0,loss,NY,IFVG,MARKET,BUY,Wednesday
152,2.409090909090909,96.0,1.1363636363636365,16.0,0.0,1.0,2.2159090909088843,-1.0,loss,NY,IFVG,MARKET,BUY,Wednesday
153,1.2063492063492063,58.0,0.8571428571428572,20.0,0.0,1.0,0.8095238095237951,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Thursday
154,1.8305084745762714,64.0,0.9152542372881357,20.0,0.0,1.0,1.2542372881352233,-0.0093,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Thursday
155,1.9305555555555556,20.0,2.055555555555556,16.0,0.0,1.0,0.13888888888907838,1.1655,win,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
156,0.8275862068965517,18.0,0.41379310344827586,20.0,1.0,1.0,3.5344827586210035,-0.0417,loss,ASIA,CHoCH,LIMIT,SELL,Friday
157,1.2954545454545454,76.0,0.5454545454545454,20.0,0.0,1.0,3.318181818181384,2.0,win,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
158,1.3838383838383839,20.0,5.808080808080808,16.0,1.0,1.0,0.2323232323232507,-1.0,loss,NY,CHoCH,LIMIT,BUY,Friday
159,2.2680412371134024,34.0,5.927835051546392,16.0,0.0,1.0,1.8247422680412184,-1.0,loss,NY,IFVG,MARKET,BUY,Friday
160,1.2608695652173911,68.0,6.25,16.0,1.0,1.0,1.4130434782610672,-1.0,loss,NY,CHoCH,LIMIT,BUY,Friday
161,2.0178571428571423,50.0,4.125,20.0,0.0,1.0,5.714285714285389,-0.0088,scratch,ASIA,IFVG,MARKET,SELL,Monday
162,1.146067415730337,53.0,0.31460674157303375,16.0,1.0,1.0,1.1685393258426557,6.9173,win,NY,CHoCH,LIMIT,SELL,Monday
163,2.4571428571428573,80.0,0.028571428571428574,20.0,0.0,1.0,1.9142857142859222,-0.0116,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
164,1.1529411764705881,32.0,3.0,16.0,0.0,1.0,2.070588235294107,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
165,1.9595959595959596,50.0,2.5757575757575757,16.0,0.0,1.0,1.080808080808246,-1.0,loss,NY,IFVG,MARKET,BUY,Tuesday
166,1.8829787234042554,84.0,2.7127659574468086,16.0,1.0,1.0,1.670212765957379,-0.0169,scratch,NY,CHoCH,LIMIT,BUY,Tuesday
167,1.392156862745098,64.0,0.6666666666666667,21.0,4.0,0.0,1.62745098039246,-1.0141,loss,ASIA,CHoCH,LIMIT,BUY,Wednesday
168,1.7916666666666667,35.0,0.8083333333333333,16.0,1.0,0.0,0.16666666666670457,0.0,scratch,NY,CHoCH,LIMIT,BUY,Wednesday
169,1.9909909909909909,82.0,0.8738738738738737,16.0,0.0,1.0,0.9549549549549057,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
170,1.5777777777777777,20.0,1.5999999999999999,20.0,1.0,1.0,1.155555555555515,-1.0141,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
171,1.2678571428571426,56.0,1.2857142857142856,20.0,0.0,1.0,1.8749999999999185,-1.0,loss,ASIA,IFVG,MARKET,SELL,Thursday
172,2.0408163265306123,92.0,1.469387755102041,20.0,0.0,1.0,1.6734693877549722,-1.01,loss,ASIA,IFVG,MARKET,SELL,Thursday
173,1.4444444444444444,76.0,2.542483660130719,16.0,0.0,1.0,12.83660130718946,-0.0045,scratch,NY,IFVG,MARKET,SELL,Thursday
174,2.1884057971014497,116.0,2.8188405797101455,16.0,0.0,1.0,0.9927536231883268,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
175,1.5625,58.0,0.65625,20.0,0.0,0.0,0.6562500000001137,1.5,win,ASIA,IFVG,MARKET,BUY,Friday
176,0.8524590163934427,36.0,3.6475409836065578,16.0,1.0,1.0,3.0409836065574067,-1.0,loss,NY,CHoCH,LIMIT,BUY,Friday
177,1.5571428571428574,42.0,3.178571428571429,16.0,0.0,1.0,0.6571428571429092,-1.0092,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
178,1.126865671641791,50.0,3.3208955223880596,16.0,0.0,1.0,0.022388059701641858,1.2914,win,NY,IFVG,MARKET,BUY,Friday
179,1.7115384615384615,68.0,2.7307692307692304,17.0,0.0,1.0,1.2115384615386713,-1.0112,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Monday
